1,1,55.51,62.0,119.54000000000002,55.89,1,1,1.0
1,2,96.3,0.1,216.7,62.19,1,1,1.0
1,3,313.54,0.1,396.25999999999993,111.10000000000001,1,1,1.0
2,1,35.9,59.11,117.78,53.59,1,1,1.0
2,2,96.23,0.1,216.09999999999997,62.19,1,1,1.0
2,3,313.54,0.1,395.83,111.10000000000001,1,1,1.0
3,1,18.45,55.53,115.55,53.59,1,1,1.0
3,2,96.17,0.1,215.5,62.19,1,1,1.0
3,3,313.54,0.1,395.38999999999993,111.10000000000001,1,1,1.0
4,1,3.43,52.93,110.36999999999999,52.970000000000006,1,1,1.0
4,2,96.1,0.1,214.9,62.19,1,1,1.0
4,3,313.54,0.1,394.96,111.10000000000001,1,1,1.0
5,1,0.1,49.69,92.2,51.71000000000001,1,1,1.0
5,2,96.03,0.1,214.29999999999998,62.19,1,1,1.0
5,3,313.54,0.1,393.16,111.10000000000001,1,1,1.0
6,1,0.1,47.82,74.30000000000001,50.68,1,1,1.0
6,2,95.97,0.1,213.70000000000002,62.19,1,1,1.0
6,3,313.54,0.1,392.60999999999996,111.10000000000001,1,1,1.0
7,1,0.1,45.03,57.5,49.56999999999999,1,1,1.0
7,2,95.9,0.1,213.1,62.19,1,1,1.0
7,3,313.54,0.1,392.06,111.10000000000001,1,1,1.0
8,1,0.1,41.11,41.6,49.57000000000001,1,1,1.0
8,2,95.9,0.1,213.1,62.19,1,1,1.0
8,3,313.54,0.1,391.66,111.10000000000001,1,1,1.0
9,1,0.1,44.8,26.4,36.900000000000006,1,1,1.0
9,2,95.9,0.1,213.1,62.19,1,1,1.0
9,3,313.54,0.1,390.96,111.10000000000001,1,1,1.0
10,1,0.1,49.7,12.200000000000001,27.0,1,1,1.0
10,2,95.9,0.1,213.1,62.19,1,1,1.0
10,3,313.54,0.1,390.21,111.10000000000001,1,1,1.0
10,4,916.92,195.45,43.08000000000004,86.36000000000001,1,1,1.0
11,2,95.9,0.1,213.1,62.19,1,1,1.0
11,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
11,4,869.7,183.08,90.19999999999993,84.81999999999996,1,1,1.0
12,2,95.9,0.1,213.1,62.19,1,1,1.0
12,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
12,4,823.2,175.73,136.5999999999999,80.17000000000002,1,1,1.0
13,2,95.9,0.1,213.1,62.19,1,1,1.0
13,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
13,4,779.1,161.0,180.69999999999993,103.60000000000002,1,1,1.0
14,2,95.9,0.1,213.1,62.19,1,1,1.0
14,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
14,4,736.2,152.1,223.5999999999999,120.20000000000002,1,1,1.0
14,5,0.14,179.3,15.26,45.16,1,1,1.0
15,2,95.9,0.1,213.1,62.19,1,1,1.0
15,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
15,4,695.9,144.9,263.9,114.49999999999997,1,1,1.0
15,5,0.14,165.1,34.26,75.80000000000001,1,1,1.0
16,2,95.9,0.1,213.1,62.19,1,1,1.0
16,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
16,4,657.8,137.65,274.30000000000007,112.44999999999999,1,1,1.0
16,5,0.3,167.1,52.7,89.20000000000002,1,1,1.0
17,2,95.9,0.1,213.1,62.19,1,1,1.0
17,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
17,4,618.97,129.9,266.03,108.29999999999998,1,1,1.0
17,5,0.3,163.9,72.3,105.4,1,1,1.0
18,2,95.9,0.1,213.1,62.19,1,1,1.0
18,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
18,4,585.4,119.6,251.70000000000005,109.6,1,1,1.0
18,5,0.3,166.22,93.5,114.67999999999998,1,1,1.0
19,2,95.9,0.1,213.1,62.19,1,1,1.0
19,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
19,4,548.7,116.0,242.69999999999993,103.9,1,1,1.0
19,5,0.3,173.57,116.60000000000001,120.03000000000003,1,1,1.0
20,2,95.9,0.1,213.1,62.19,1,1,1.0
20,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
20,4,516.5,112.0,236.39999999999998,99.4,1,1,1.0
20,5,0.0,181.26,142.0,123.74000000000001,1,1,1.0
21,2,95.9,0.1,213.1,62.19,1,1,1.0
21,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
21,4,485.73,109.0,224.56999999999994,93.69999999999999,1,1,1.0
21,5,0.0,190.1,166.3,131.50000000000003,1,1,1.0
22,2,95.9,0.1,213.1,62.19,1,1,1.0
22,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
22,4,455.5,100.5,221.89999999999998,94.08000000000001,1,1,1.0
22,5,0.0,197.5,192.7,136.8,1,1,1.0
23,2,95.9,0.1,213.1,62.19,1,1,1.0
23,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
23,4,430.0,96.9,209.10000000000002,91.9,1,1,1.0
23,5,13.6,206.8,213.70000000000002,145.0,1,1,1.0
24,2,95.9,0.1,213.1,62.19,1,1,1.0
24,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
24,4,402.2,92.3,201.2,86.7,1,1,1.0
24,5,34.6,215.8,223.20000000000002,154.59999999999997,1,1,1.0
25,2,95.9,0.1,213.1,62.19,1,1,1.0
25,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
25,4,376.2,87.7,192.09999999999997,84.3,1,1,1.0
25,5,60.9,227.2,236.79999999999998,162.0,1,1,1.0
26,2,95.9,0.1,213.1,62.19,1,1,1.0
26,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
26,4,352.2,84.7,191.59999999999997,81.60000000000001,1,1,1.0
26,5,86.0,237.6,253.0,170.9,1,1,1.0
27,2,95.9,0.1,213.1,62.19,1,1,1.0
27,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
27,4,329.99,79.7,181.09999999999997,79.7,1,1,1.0
27,5,113.4,249.5,270.6,186.39999999999998,1,1,1.0
28,2,95.9,0.1,213.1,62.19,1,1,1.0
28,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
28,4,309.9,76.8,173.20000000000005,76.8,1,1,1.0
28,5,141.5,264.7,297.0,194.5,1,1,1.0
29,2,95.9,0.1,213.1,62.19,1,1,1.0
29,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
29,4,288.2,74.1,167.8,74.9,1,1,1.0
29,5,176.8,277.9,316.8,208.90000000000003,1,1,1.0
29,6,912.2,193.6,47.799999999999955,57.20000000000002,1,1,1.0
30,2,95.9,0.1,213.1,62.19,1,1,1.0
30,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
30,4,270.0,71.6,162.7,72.4,1,1,1.0
30,5,211.3,294.0,344.99999999999994,227.29999999999995,1,1,1.0
30,6,864.1,173.9,95.89999999999998,69.1,1,1,1.0
31,2,95.9,0.1,213.1,62.19,1,1,1.0
31,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
31,4,251.3,66.64,156.39999999999998,72.05999999999999,1,1,1.0
31,5,252.1,311.0,374.6,229.0,1,1,1.0
31,6,816.3,164.0,143.70000000000005,79.0,1,1,1.0
32,2,95.9,0.1,213.1,62.19,1,1,1.0
32,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
32,4,232.3,63.0,151.59999999999997,70.0,1,1,1.0
32,5,298.3,326.4,391.59999999999997,213.60000000000002,1,1,1.0
32,6,770.8,143.8,189.20000000000005,109.1,1,1,1.0
33,2,95.9,0.1,213.1,62.19,1,1,1.0
33,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
33,4,215.1,59.3,148.70000000000002,68.89999999999999,1,1,1.0
33,5,352.8,350.6,403.90000000000003,189.39999999999998,1,1,1.0
33,6,728.7,130.6,231.29999999999995,112.4,1,1,1.0
34,2,95.9,0.1,213.1,62.19,1,1,1.0
34,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
34,4,199.5,57.0,141.3,66.6,1,1,1.0
34,5,404.7,372.8,459.90000000000003,167.2,1,1,1.0
34,6,689.2,123.6,250.29999999999995,107.80000000000001,1,1,1.0
35,2,95.9,0.1,213.1,62.19,1,1,1.0
35,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
35,4,182.6,55.5,139.50000000000003,63.900000000000006,1,1,1.0
35,5,470.6,396.2,440.19999999999993,143.8,1,1,1.0
35,6,648.5,114.3,242.29999999999995,106.10000000000001,1,1,1.0
36,2,95.9,0.1,213.1,62.19,1,1,1.0
36,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
36,4,168.4,54.9,133.6,61.800000000000004,1,1,1.0
36,5,545.2,422.6,397.5,117.39999999999998,1,1,1.0
36,6,614.2,108.1,229.5999999999999,101.5,1,1,1.0
37,2,95.9,0.1,213.1,62.19,1,1,1.0
37,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
37,4,153.4,51.0,130.4,62.3,1,1,1.0
37,5,626.1,450.6,333.0,89.39999999999998,1,1,1.0
37,6,577.9,101.7,220.60000000000002,98.8,1,1,1.0
38,2,95.9,0.1,213.1,62.19,1,1,1.0
38,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
38,4,140.4,51.0,124.4,58.0,1,1,1.0
38,5,736.0,483.5,223.10000000000002,56.5,1,1,1.0
38,6,544.7,95.5,213.0999999999999,93.80000000000001,1,1,1.0
39,2,95.9,0.1,213.1,62.19,1,1,1.0
39,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
39,4,127.4,44.4,122.9,60.699999999999996,1,1,1.0
39,5,848.0,517.0,111.10000000000002,23.0,1,1,1.0
39,6,512.4,87.2,205.10000000000002,93.39999999999999,1,1,1.0
40,2,95.9,0.1,213.1,62.19,1,1,1.0
40,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
40,4,113.8,43.2,119.3,58.099999999999994,1,1,1.0
40,6,481.9,83.5,198.89999999999998,89.19999999999999,1,1,1.0
41,2,95.9,0.1,213.1,62.19,1,1,1.0
41,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
41,4,101.9,40.8,115.69999999999999,58.5,1,1,1.0
41,6,451.2,78.8,193.8,85.60000000000001,1,1,1.0
42,2,95.9,0.1,213.1,62.19,1,1,1.0
42,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
42,4,89.0,38.9,112.80000000000001,57.199999999999996,1,1,1.0
42,6,423.5,74.1,184.79999999999995,83.70000000000002,1,1,1.0
43,2,95.9,0.1,213.1,62.19,1,1,1.0
43,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
43,4,76.3,37.8,111.00000000000001,55.400000000000006,1,1,1.0
43,6,399.5,70.9,176.20000000000005,80.4,1,1,1.0
44,2,95.9,0.1,213.1,62.19,1,1,1.0
44,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
44,4,65.3,36.9,108.2,53.50000000000001,1,1,1.0
44,6,372.4,67.6,169.60000000000002,78.1,1,1,1.0
45,2,95.9,0.1,213.1,62.19,1,1,1.0
45,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
45,4,54.6,34.6,104.9,53.300000000000004,1,1,1.0
45,6,349.1,63.1,163.19999999999993,76.20000000000002,1,1,1.0
46,2,95.9,0.1,213.1,62.19,1,1,1.0
46,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
46,4,43.9,32.8,102.5,52.10000000000001,1,1,1.0
46,6,325.4,59.1,159.20000000000005,75.6,1,1,1.0
47,2,95.9,0.1,213.1,62.19,1,1,1.0
47,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
47,4,32.8,31.4,101.60000000000001,50.4,1,1,1.0
47,6,304.8,56.5,153.8,72.5,1,1,1.0
48,2,95.9,0.1,213.1,62.19,1,1,1.0
48,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
48,4,23.6,29.9,97.80000000000001,50.4,1,1,1.0
48,6,283.9,53.5,150.10000000000002,71.2,1,1,1.0
49,2,95.9,0.1,213.1,62.19,1,1,1.0
49,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
49,4,13.7,29.2,96.2,48.0,1,1,1.0
49,6,264.5,51.5,144.39999999999998,69.2,1,1,1.0
50,2,95.9,0.1,213.1,62.19,1,1,1.0
50,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
50,4,5.4,26.9,93.89999999999999,48.300000000000004,1,1,1.0
50,6,247.3,47.6,138.0,69.0,1,1,1.0
51,2,95.9,0.1,213.1,62.19,1,1,1.0
51,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
51,4,0.2,25.8,88.2,47.900000000000006,1,1,1.0
